"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-09-28",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-09-29",,,"0.53","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-09-30",,,"0.04","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-01",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-02",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-03",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-04",,,"1.13","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-05",,,"1.10","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-06",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-07",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-08",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-10",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-11",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-12",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-13",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-15",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-16",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-17",,,"0.40","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-19",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-20",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-25",,,"0.43","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-26",,,"1.26","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-27",,,"1.93","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-28",,,"0.28","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-30",,,"0.07","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-10-31",,,"2.48","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-01",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-02",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-03",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-04",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-06",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-07",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-08",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-10",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-11",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-12",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-13",,,"1.26","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-14",,,"0.20","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-15",,,"0.07","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-16",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-17",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-19",,,"0.30","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-20",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-22",,,"0.29","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-23",,,"0.06","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-25",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-26",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-27",,,"0.18","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-28",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-11-30",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-01",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-02",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-03",,,"0.05","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-04",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-06",,,"0.06","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-07",,,"0.18","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-08",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-09",,,"0.01","0.3","0.3",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-10",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-11",,,"0.05","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-12",,,"1.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-13",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-15",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-16",,,"0.33","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-17",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-19",,,"1.00","0.2","0.2",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-20",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-22",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-23",,,"0.21","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-25",,,"0.02","0.1","0.1",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-26",,,"0.52","0.2","0.2",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-27",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-28",,,"0.20","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-30",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2021-12-31",,,"0.06","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-01",,,"0.20","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-02",,,"0.26","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-03",,,"0.06","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-04",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-06",,,"0.19","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-07",,,"0.38","4.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-08",,,"0.36","3.0","7.0",,,,,,"0.4",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-09",,,"0.00","0.0","7.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-10",,,"0.05","0.0","2.0",,,,,"0.4",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-11",,,"0.04","0.5","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-12",,,"0.00","0.0","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-13",,,"0.00","0.0","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-14",,,"0.00","0.0","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-15",,,"0.00","0.0","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-16",,,"0.00","0.0","2.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-17",,,"0.99","0.0","1.5",,,,,"0.5",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-18",,,"0.29","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-19",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-20",,,"0.07","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-21",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-24",,,"0.00","0.0","0.0",,,,,"0.0",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-25",,,"0.05","0.5","0.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-26",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-27",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-28",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-29",,,"0.06","2.0","2.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-30",,,"1.02","14.0","16.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-01-31",,,"0.00","0.0","15.0",,,,,"1.8",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-01",,,"0.00","0.0","14.2",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-02",,,"0.00","0.0","12.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-03",,,"0.00","0.0","7.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-04",,,"1.24","0.2","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-05",,,"0.74","2.0","6.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-06",,,"0.00","0.0","6.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-07",,,"0.00","0.0","5.0",,,,,"2.0",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-08",,,"0.67","0.0","4.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-09",,,"0.02","0.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-10",,,"0.00","0.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-11",,,"0.02","0.0","3.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-12",,,"0.00","0.0","3.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-13",,,"0.05","1.3","4.0",,,,,,"0.1",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-14",,,"0.24","3.9","7.2",,,,,"1.3","0.2",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-15",,,"0.00","0.0","7.2",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-16",,,"0.00","0.0","6.7",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-17",,,"0.00","0.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-18",,,"0.28","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-19",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-20",,,"0.01","0.1","0.1",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-23",,,"0.50","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-25",,,"0.41","4.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-26",,,"0.66","4.5","8.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-27",,,"0.00","0.0","7.5",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-02-28",,,"0.01","0.2","7.1",,,,,"1.1","0.0",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-01",,,"0.00","0.0","7.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-02",,,"0.11","0.0","6.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-03",,,"0.05","0.5","6.3",,,,,,"0.1",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-04",,,"0.00","0.0","5.7",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-05",,,"0.00","0.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-06",,,"0.00","0.0","4.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-07",,,"0.00","0.0","0.0",,,,,"0.0",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-08",,,"0.23","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-10",,,"0.30","3.3","3.3",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-11",,,"0.00","0.0","0.6",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-12",,,"0.04","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-13",,,"0.35","0.4","0.4",,,,,,"0.1",,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-14",,,"0.00","0.0","0.0",,,,,"0.0",,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-15",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-16",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-17",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-18",,,"0.04","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-19",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-20",,,"0.34","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-24",,,"0.29","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-25",,,"0.82","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-26",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-27",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-28",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-30",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-03-31",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-01",,,"0.27","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-02",,,"0.17","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-03",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-04",,,"0.10","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-06",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-07",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-08",,,"0.49","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-10",,,"0.39","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-11",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-12",,,"0.05","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-13",,,"0.07","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-15",,,"0.22","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-16",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-17",,,"0.53","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-18",,,"0.05","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-19",,,"1.10","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-20",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1MAES0058","MIDDLETON 1.4 SSW, MA US","2022-04-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
